customer_id,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies
5566-SOEZD,Yes,No,Yes,Yes,Yes,No,No,No,No
4973-MGTON,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0060-FUALY,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
9795-VOWON,No,No,Yes,No,No,No,No,No,No
4827-DPADN,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
4647-XXZAM,Yes,No,Yes,No,No,No,No,No,No
7407-SUJIZ,Yes,No,No,No,No,No,No,No,No
3654-ARMGP,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
2599-CIPQE,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1401-FTHFQ,Yes,No,No,No,No,No,No,No,No
0254-FNMCI,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8118-TJAFG,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
9927-DSWDF,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
0899-WZRSD,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
3255-GRXMG,Yes,No,Yes,No,No,No,No,No,No
6094-ZIVKX,Yes,No,Yes,Yes,No,Yes,No,No,No
7354-OIJLX,Yes,Yes,Yes,No,No,No,No,No,No
5774-XZTQC,Yes,No,No,No,No,No,No,No,No
9070-BCKQP,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
1328-EUZHC,Yes,No,No,No,No,No,No,No,No
8878-RYUKI,Yes,No,Yes,No,No,Yes,No,No,Yes
7113-HIPFI,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No
5317-FLPJF,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
7621-VPNET,Yes,Yes,Yes,No,No,Yes,Yes,No,No
7267-FRMJW,Yes,No,No,No,No,No,No,No,No
7577-SWIFR,Yes,No,Yes,No,No,No,No,Yes,Yes
7622-NXQZR,No,No,Yes,No,No,No,Yes,No,No
6196-HBOBZ,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3970-XGJDU,Yes,No,No,No,No,No,No,No,No
8807-OPMBM,Yes,Yes,No,No,No,No,No,No,No
2252-JHJGE,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
9507-HSMMZ,Yes,No,No,No,No,No,No,No,No
4350-ZTLPI,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
0361-HJRDX,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3021-VLNRJ,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No
5982-PSMKW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6202-JVYEU,Yes,No,No,No,No,No,No,No,No
1841-YSJGV,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2923-ARZLG,Yes,No,No,No,No,No,No,No,No
1241-EZFMJ,Yes,Yes,No,No,No,No,No,No,No
5376-PCKNB,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
7025-IWFHT,Yes,No,Yes,No,Yes,No,Yes,Yes,No
6261-LHRTG,Yes,No,Yes,No,Yes,Yes,No,No,No
6233-HXJMX,Yes,Yes,Yes,No,No,Yes,No,No,Yes
1061-PNTHC,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
0394-YONDK,Yes,Yes,No,No,No,No,No,No,No
6574-MCOEH,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
7399-QHBJS,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
9708-KFDBY,Yes,No,No,No,No,No,No,No,No
1334-PDUKM,Yes,Yes,Yes,No,Yes,Yes,No,No,No
2242-MFOTG,Yes,Yes,Yes,Yes,No,No,No,No,No
9110-HSGTV,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
7718-UPSKJ,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
7901-IIDQV,Yes,Yes,Yes,No,No,No,Yes,No,No
3327-YBAKM,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
9441-QHEVC,Yes,No,No,No,No,No,No,No,No
3370-GQEAL,Yes,Yes,Yes,No,No,No,No,Yes,No
5375-XLDOF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6082-GLJIX,Yes,No,No,No,No,No,No,No,No
3810-PJUHR,Yes,Yes,No,No,No,No,No,No,No
8232-CTLKO,Yes,No,Yes,Yes,No,No,No,Yes,No
9227-YBAXE,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
5320-BRKGK,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
6229-UOLQL,No,No,Yes,Yes,Yes,No,Yes,Yes,No
3137-LUPIX,Yes,Yes,Yes,No,No,No,Yes,Yes,No
8676-OOQEJ,No,No,Yes,No,No,No,Yes,No,No
8124-NZVGJ,No,No,Yes,No,No,No,Yes,Yes,Yes
2589-AYCRP,Yes,No,No,No,No,No,No,No,No
6833-JMZYP,Yes,No,Yes,No,No,Yes,No,Yes,Yes
8961-QDZZJ,Yes,No,Yes,No,Yes,No,No,Yes,Yes
7929-SKFGK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2300-RQGOI,Yes,No,No,No,No,No,No,No,No
7879-CGSFV,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
0580-PIQHM,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
5696-CEIQJ,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
9970-QBCDA,Yes,No,No,No,No,No,No,No,No
9496-IVVRP,Yes,No,Yes,Yes,No,No,No,No,No
6933-FHBZC,Yes,No,Yes,No,Yes,Yes,No,No,No
9770-KXGQU,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
6538-POCHL,Yes,No,Yes,No,Yes,Yes,No,No,No
1208-NBVFH,Yes,No,Yes,No,No,Yes,No,No,No
4912-PIGUY,Yes,Yes,Yes,No,No,No,No,Yes,No
2725-TTRIQ,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
4419-UJMUS,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
2676-OXPPQ,Yes,No,Yes,Yes,Yes,No,No,No,No
7139-JZFVG,Yes,No,Yes,Yes,Yes,Yes,No,No,No
6693-FRIRW,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
3173-NVMPX,Yes,Yes,Yes,No,Yes,No,No,No,No
2892-GESUL,Yes,No,No,No,No,No,No,No,No
8034-RYTVV,Yes,Yes,Yes,Yes,No,Yes,No,No,No
5044-LRQAQ,Yes,No,Yes,No,No,No,No,No,No
1333-PBMXB,Yes,Yes,No,No,No,No,No,No,No
9644-KVCNC,Yes,Yes,Yes,No,No,Yes,No,Yes,No
8174-LNWMW,Yes,No,No,No,No,No,No,No,No
4632-PAOYU,Yes,No,No,No,No,No,No,No,No
4397-FRLTA,Yes,No,No,No,No,No,No,No,No
2270-CHBFN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1492-KGETH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
4163-HFTUK,Yes,No,No,No,No,No,No,No,No
5063-IUOKK,Yes,No,No,No,No,No,No,No,No
2308-STERM,Yes,No,No,No,No,No,No,No,No
5982-XMDEX,Yes,Yes,No,No,No,No,No,No,No
9152-AMKAK,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
6586-PSJOX,Yes,No,Yes,No,No,Yes,Yes,No,No
9705-ZJBCG,Yes,No,Yes,Yes,No,No,Yes,No,No
3301-VKTGC,Yes,Yes,Yes,Yes,Yes,No,No,No,No
0816-TSPHQ,Yes,No,No,No,No,No,No,No,No
5286-YHCVC,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
9115-YQHGA,Yes,No,Yes,No,No,No,Yes,No,No
5567-GZKQY,Yes,No,No,No,No,No,No,No,No
4423-JWZJN,Yes,Yes,Yes,No,No,Yes,No,No,Yes
7502-BNYGS,Yes,No,Yes,No,Yes,No,No,Yes,Yes
9752-ZNQUT,Yes,No,Yes,No,Yes,No,No,No,No
1121-QSIVB,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
8318-LCNBW,No,No,Yes,Yes,No,Yes,No,Yes,Yes
6469-QJKZW,Yes,No,No,No,No,No,No,No,No
4983-CCWMC,Yes,No,Yes,No,No,No,No,No,No
9585-KKMFD,Yes,No,No,No,No,No,No,No,No
3948-FVVRP,Yes,No,Yes,No,Yes,No,Yes,No,No
0983-TATYJ,Yes,No,Yes,No,No,No,Yes,No,No
6719-OXYBR,Yes,No,Yes,No,No,Yes,No,Yes,No
6476-YHMGA,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
8903-XEBGX,Yes,No,Yes,No,No,No,No,No,Yes
6064-ZATLR,Yes,No,Yes,Yes,Yes,No,No,No,No
2888-ADFAO,Yes,No,No,No,No,No,No,No,No
4936-YPJNK,Yes,No,No,No,No,No,No,No,No
4686-UXDML,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
9633-XQABV,Yes,No,Yes,No,No,No,No,No,No
3407-JMJQQ,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
8645-KOMJQ,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
9761-XUJWD,Yes,No,Yes,No,Yes,No,Yes,No,Yes
4057-FKCZK,Yes,Yes,Yes,No,No,No,No,Yes,No
7401-RUBNK,Yes,No,Yes,Yes,No,No,No,No,No
8661-BOYNW,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
1555-HAPSU,Yes,Yes,No,No,No,No,No,No,No
8132-YPVBX,Yes,No,Yes,No,Yes,No,No,No,Yes
6754-LZUKA,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
9066-QRSDU,Yes,Yes,No,No,No,No,No,No,No
3161-GETRM,Yes,Yes,Yes,No,No,Yes,No,No,Yes
0402-OAMEN,Yes,Yes,No,No,No,No,No,No,No
6754-WKSHP,Yes,Yes,No,No,No,No,No,No,No
4641-FROLU,Yes,No,No,No,No,No,No,No,No
9114-VEPUF,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
2338-BQEZT,Yes,No,Yes,Yes,No,No,No,No,No
2194-IIQOF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2621-UDNLU,Yes,No,No,No,No,No,No,No,No
9214-EKVXR,Yes,No,Yes,No,No,No,No,No,No
8909-BOLNL,Yes,No,No,No,No,No,No,No,No
6603-YRDCJ,Yes,No,Yes,Yes,Yes,No,Yes,No,No
2138-VFAPZ,Yes,No,No,No,No,No,No,No,No
1709-EJDOX,Yes,No,No,No,No,No,No,No,No
8033-ATFAS,Yes,No,Yes,No,No,Yes,No,Yes,No
8277-RVRSV,Yes,Yes,No,No,No,No,No,No,No
1628-BIZYP,Yes,No,Yes,No,Yes,No,No,No,Yes
0856-NAOES,Yes,No,Yes,No,No,Yes,No,Yes,No
6156-UZDLF,Yes,No,Yes,Yes,No,Yes,Yes,No,No
3099-OONVS,Yes,No,Yes,Yes,No,No,Yes,No,No
9500-WBGRP,Yes,No,No,No,No,No,No,No,No
6625-IUTTT,Yes,No,Yes,Yes,No,Yes,No,No,Yes
0068-FIGTF,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
8035-PWSEV,Yes,No,Yes,No,No,Yes,Yes,No,Yes
1840-BIUOG,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
1830-IPXVJ,Yes,No,No,No,No,No,No,No,No
8398-TBIYD,Yes,Yes,Yes,Yes,No,No,Yes,No,No
1414-YADCW,Yes,No,Yes,Yes,Yes,No,Yes,No,No
6888-SBYAI,Yes,No,Yes,Yes,No,No,No,No,No
7169-YWAMK,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No
4673-KKSLS,Yes,No,Yes,Yes,No,Yes,Yes,No,No
9800-OUIGR,Yes,No,No,No,No,No,No,No,No
2675-IJRGJ,Yes,No,No,No,No,No,No,No,No
0212-ISBBF,No,No,Yes,No,Yes,No,No,Yes,Yes
6828-HMKWP,Yes,No,No,No,No,No,No,No,No
2193-SFWQW,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6733-LRIZX,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
4367-NHWMM,No,No,Yes,No,No,No,No,No,No
6736-DHUQI,Yes,No,Yes,Yes,Yes,Yes,No,No,No
4451-RWASJ,Yes,No,No,No,No,No,No,No,No
5917-HBSDW,Yes,No,No,No,No,No,No,No,No
0956-ACVZC,Yes,No,Yes,No,No,Yes,No,Yes,Yes
5025-GOOKI,Yes,No,No,No,No,No,No,No,No
2887-JPYLU,Yes,No,Yes,No,No,No,No,No,No
4896-CPRPF,Yes,Yes,No,No,No,No,No,No,No
7353-YOWFP,Yes,No,No,No,No,No,No,No,No
8008-ESFLK,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4487-ZYJZK,Yes,No,No,No,No,No,No,No,No
7634-HLQJR,Yes,No,No,No,No,No,No,No,No
6599-SFQVE,Yes,No,Yes,No,No,No,No,No,Yes
0356-ERHVT,Yes,No,Yes,No,No,No,No,No,No
3920-HIHMQ,Yes,Yes,Yes,No,No,No,No,No,No
0613-WUXUM,Yes,No,No,No,No,No,No,No,No
4458-KVRBJ,Yes,Yes,No,No,No,No,No,No,No
6013-BHCAW,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
0401-WDBXM,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
3387-PLKUI,Yes,No,No,No,No,No,No,No,No
6096-EGVTU,Yes,Yes,No,No,No,No,No,No,No
8757-TFHHJ,Yes,No,Yes,Yes,No,No,No,No,No
0690-SRQID,Yes,No,No,No,No,No,No,No,No
7356-AYNJP,Yes,Yes,No,No,No,No,No,No,No
4819-HJPIW,No,No,Yes,No,No,No,No,No,No
9812-GHVRI,Yes,Yes,Yes,No,No,No,No,No,Yes
9924-JPRMC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0080-EMYVY,Yes,No,Yes,No,Yes,No,No,No,No
0623-EJQEG,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes
6198-PNNSZ,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
3039-MJSLN,Yes,No,No,No,No,No,No,No,No
5010-IPEAQ,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
8990-YOZLV,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
8901-UPRHR,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
3427-GGZZI,Yes,Yes,Yes,No,Yes,No,No,No,Yes
2220-IAHLS,Yes,No,No,No,No,No,No,No,No
3413-CSSTH,Yes,Yes,Yes,No,No,Yes,No,No,No
0224-NIJLP,Yes,No,No,No,No,No,No,No,No
4718-WXBGI,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5716-LIBJC,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
0071-NDAFP,Yes,Yes,No,No,No,No,No,No,No
2279-AXJJK,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes
8999-EXMNO,Yes,No,No,No,No,No,No,No,No
1599-MMYRQ,Yes,No,Yes,Yes,Yes,No,No,No,No
0042-JVWOJ,Yes,No,No,No,No,No,No,No,No
6631-HMANX,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
9962-BFPDU,Yes,No,No,No,No,No,No,No,No
0665-XHDJU,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
8265-HKSOW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
6128-DAFVY,No,No,Yes,No,No,No,No,Yes,Yes
8409-WQJUX,No,No,Yes,No,No,Yes,Yes,Yes,Yes
3278-FSIXX,Yes,No,Yes,No,No,No,No,No,No
0885-HMGPY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
0489-WMEMG,Yes,No,Yes,No,No,No,Yes,No,No
7435-ZNUYY,Yes,No,No,No,No,No,No,No,No
1354-YZFNB,Yes,No,No,No,No,No,No,No,No
2985-FMWYF,Yes,Yes,Yes,No,No,No,No,Yes,Yes
2890-WFBHU,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
7977-HXJKU,Yes,No,No,No,No,No,No,No,No
3967-VQOGC,Yes,Yes,No,No,No,No,No,No,No
8845-LWKGE,Yes,No,Yes,No,No,Yes,Yes,Yes,No
3249-VHRIP,No,No,Yes,No,Yes,Yes,No,No,Yes
3736-BLEPA,Yes,No,Yes,No,Yes,No,Yes,Yes,No
6603-QWSPR,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
4129-LYCOI,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
2081-KJSQF,Yes,No,No,No,No,No,No,No,No
0902-RFHOF,Yes,No,No,No,No,No,No,No,No
2347-WKKAE,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
1027-LKKQQ,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
8778-LMWTJ,Yes,No,Yes,Yes,No,No,No,No,No
2845-KDHVX,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes
1293-BSEUN,Yes,No,No,No,No,No,No,No,No
0927-CNGRH,Yes,No,No,No,No,No,No,No,No
8608-OZTLB,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
3777-XROBG,Yes,No,No,No,No,No,No,No,No
6994-FGRHH,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
4000-VGMQP,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
3466-RITXD,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
2680-XKKNJ,Yes,No,Yes,Yes,Yes,No,Yes,No,No
7921-BEPCI,Yes,Yes,Yes,Yes,Yes,No,No,No,No
3258-ZKPAI,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3653-NCRDJ,Yes,No,No,No,No,No,No,No,No
6519-ZHPXP,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8224-UAXBZ,No,No,Yes,Yes,Yes,No,No,Yes,No
8668-KNZTI,Yes,No,Yes,Yes,No,Yes,No,No,No
9746-YKGXB,No,No,Yes,Yes,No,Yes,No,No,Yes
6332-FBZRI,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
2096-XOTMO,Yes,No,No,No,No,No,No,No,No
0298-XACET,No,No,Yes,No,Yes,Yes,Yes,Yes,No
2995-YWTCD,Yes,Yes,No,No,No,No,No,No,No
5084-OOVCJ,Yes,No,Yes,Yes,No,No,Yes,No,No
0419-YAAPX,Yes,No,Yes,No,Yes,No,No,Yes,No
0872-CASZJ,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes
3094-JOJAI,Yes,Yes,Yes,No,No,No,No,No,No
5448-VWNAM,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
9389-ACWBI,Yes,No,Yes,No,No,No,No,No,No
9548-LERKT,Yes,No,No,No,No,No,No,No,No
9236-NDUCW,No,No,Yes,Yes,No,No,Yes,No,No
7018-FPXHH,Yes,No,Yes,Yes,Yes,Yes,No,No,No
0572-ZJKLT,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
5135-RDDQL,Yes,No,Yes,Yes,No,No,No,No,No
1353-LJWEM,Yes,No,Yes,No,Yes,Yes,Yes,No,No
3439-GVUSX,No,No,Yes,No,No,No,No,No,No
8969-PRHFK,Yes,No,No,No,No,No,No,No,No
8709-KRDVL,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
1427-VERSM,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
9801-NOSHQ,Yes,No,No,No,No,No,No,No,No
1094-BKOSX,No,No,Yes,No,Yes,Yes,Yes,No,Yes
2342-CKIAO,Yes,No,No,No,No,No,No,No,No
3898-BSJYF,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
6813-GZQCG,Yes,Yes,No,No,No,No,No,No,No
3389-KTRXV,Yes,Yes,No,No,No,No,No,No,No
3118-UHVVQ,Yes,Yes,No,No,No,No,No,No,No
5702-KVQRD,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
6169-PGNCD,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
4657-FWVFY,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
8404-FYDIB,Yes,Yes,Yes,Yes,Yes,No,No,No,No
2108-GLPQB,Yes,Yes,Yes,No,No,Yes,No,No,No
3468-DRVQJ,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
4990-ALDGW,Yes,No,No,No,No,No,No,No,No
2164-SOQXL,Yes,No,No,No,No,No,No,No,No
2038-YSEZE,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
8799-OXZMD,No,No,Yes,No,No,Yes,No,No,No
3967-KXAPS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3704-IEAXF,No,No,Yes,No,Yes,No,Yes,Yes,Yes
6810-VCAEX,No,No,Yes,Yes,Yes,No,Yes,No,No
2346-CZYIL,Yes,No,No,No,No,No,No,No,No
3978-YNKDD,Yes,No,No,No,No,No,No,No,No
4670-TABXH,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
8591-NXRCV,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
4526-RMTLL,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
6253-GNHWH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
6906-MPARY,Yes,No,Yes,No,Yes,No,Yes,No,Yes
3662-FXJFO,Yes,No,No,No,No,No,No,No,No
0516-OOHAR,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
3733-ZEECP,Yes,No,Yes,No,No,No,Yes,No,No
9530-GRMJG,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
2061-VVFST,Yes,No,No,No,No,No,No,No,No
2380-DAMQP,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4011-ARPHK,Yes,No,Yes,Yes,No,No,No,No,No
7558-IMLMT,Yes,No,No,No,No,No,No,No,No
1960-UOTYM,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
5245-VDBUR,No,No,Yes,Yes,No,Yes,No,No,No
1241-FPMOF,Yes,No,No,No,No,No,No,No,No
4114-QMKVN,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
2775-SEFEE,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
9003-CPATH,Yes,Yes,Yes,No,No,Yes,No,No,No
2369-FEVNO,Yes,No,No,No,No,No,No,No,No
9845-QOMAD,Yes,No,No,No,No,No,No,No,No
9572-WUKSB,No,No,Yes,No,No,No,Yes,No,No
5893-KCLGT,Yes,No,No,No,No,No,No,No,No
3174-RKMOW,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
1760-CAZHT,Yes,No,No,No,No,No,No,No,No
8441-SHIPE,Yes,Yes,No,No,No,No,No,No,No
1047-RNXZV,Yes,No,No,No,No,No,No,No,No
6668-CNMFP,Yes,Yes,Yes,No,No,No,Yes,No,Yes
5681-LLOEI,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
2030-BTZRO,Yes,No,No,No,No,No,No,No,No
7976-CICYS,Yes,No,No,No,No,No,No,No,No
5916-QEWPT,Yes,No,Yes,No,No,Yes,No,Yes,Yes
8465-SBRXP,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
2408-PSJVE,Yes,No,Yes,No,Yes,Yes,Yes,No,No
1930-WNXSB,Yes,No,Yes,No,Yes,No,No,Yes,Yes
0657-DOGUM,Yes,Yes,Yes,Yes,No,No,Yes,No,No
4070-OKWVH,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
6976-BWGLQ,Yes,Yes,No,No,No,No,No,No,No
2511-ALLCS,Yes,Yes,No,No,No,No,No,No,No
1545-ACTAS,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes
9609-BENEA,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
9945-PSVIP,Yes,No,No,No,No,No,No,No,No
9108-EJFJP,Yes,No,Yes,Yes,Yes,No,No,No,No
5243-SAOTC,Yes,Yes,Yes,No,Yes,No,No,No,No
9398-MMQTO,Yes,No,Yes,No,Yes,No,No,No,No
2758-RNWXS,Yes,No,Yes,Yes,No,No,Yes,No,Yes
9039-ZVJDC,Yes,No,No,No,No,No,No,No,No
2075-RMJIK,Yes,No,Yes,Yes,No,No,No,No,No
9547-ITEFG,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
1264-FUHCX,No,No,Yes,No,Yes,No,Yes,Yes,Yes
6598-KELSS,No,No,Yes,Yes,Yes,No,No,Yes,No
2843-CQMEG,Yes,No,Yes,No,Yes,No,No,No,No
6633-SYEUS,Yes,No,Yes,No,Yes,Yes,Yes,No,No
1684-FLBGS,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
9586-JGQKH,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
6075-SLNIL,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
9347-AERRL,Yes,No,No,No,No,No,No,No,No
8456-QDAVC,Yes,No,Yes,No,No,No,No,Yes,No
7750-EYXWZ,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes
6840-RESVB,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
2234-XADUH,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
2070-FNEXE,Yes,No,Yes,Yes,No,No,No,No,No
7273-TEFQD,No,No,Yes,No,No,Yes,No,No,Yes
5020-ZSTTY,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
5804-LEPIM,Yes,No,Yes,No,No,No,No,No,No
5609-CEBID,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
5956-VKDTT,Yes,Yes,Yes,No,No,No,No,No,No
5192-EBGOV,Yes,Yes,Yes,No,No,No,No,Yes,No
1626-ERCMM,Yes,Yes,Yes,No,No,No,No,Yes,Yes
0067-DKWBL,Yes,No,Yes,Yes,No,No,No,No,No
9231-ZJYAM,Yes,No,Yes,No,No,No,No,Yes,No
0947-MUGVO,Yes,No,Yes,No,Yes,No,No,No,No
1907-UBQFC,Yes,No,Yes,No,Yes,No,No,No,No
6513-EECDB,Yes,Yes,Yes,No,No,No,No,No,No
9889-TMAHG,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
7029-RPUAV,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
4086-YQSNZ,Yes,No,Yes,No,No,No,No,Yes,No
9134-CEQMF,Yes,No,Yes,No,No,No,No,Yes,Yes
8519-IMDHU,Yes,Yes,Yes,No,No,No,No,No,Yes
7206-GZCDC,Yes,No,Yes,No,No,No,No,No,No
3793-MMFUH,Yes,Yes,Yes,No,No,No,No,Yes,Yes
8621-MNIHH,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
7024-OHCCK,Yes,Yes,Yes,No,No,No,No,Yes,Yes
0506-LVNGN,Yes,No,Yes,No,No,Yes,No,No,No
7675-OZCZG,Yes,No,Yes,No,No,No,No,No,No
8017-LXHFA,Yes,No,Yes,No,Yes,No,No,Yes,Yes
8580-AECUZ,Yes,No,Yes,No,No,No,No,Yes,No
8080-DDEMJ,Yes,No,Yes,No,No,No,No,No,No
8840-DQLGN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
6689-TCZHQ,Yes,No,Yes,No,No,No,No,No,Yes
8000-REIQB,Yes,No,Yes,No,No,No,No,No,No
9961-JBNMK,Yes,No,Yes,No,No,Yes,No,Yes,Yes
4695-WJZUE,Yes,Yes,Yes,No,No,Yes,No,No,Yes
